"Name","Phone","Rating","Votes","Locality","City"
"Life Line Medical Store","+ 91  9267052891","","0","Haridwar H O","Haridwar"
"Astha Medical Store","+ 91  7981880768","4.5","1","Purusharthi market","Haridwar"
"Jan Aushadhi Store","+ 91  9479129300","5.0","1","Sultanpur","Haridwar"
"Bisleri Water Dealer & Supplier","+ 91  9836974267","4.0","2","Kankhal","Haridwar"
"Zentiva Medicine","+ 91  701715576","","0","Jwalapur","Haridwar"
"Srap Dealer","+ 91  8513578154","","0","","Haridwar"
"Geeta Medical Agency","+ 91  9957562566","5.0","1","Jwalapur","Haridwar"
"Mahadev Medicos ","+ 91  9697509907","5.0","3","Jwalapur","Haridwar"
"Gayatri Medical Store","+ 91  9979171092","","0","Haridwar H O","Haridwar"
"Raj Kumar Upadhyay Medical Store","+ 91  7467693270","","0","Jwalapur Town","Haridwar"
"Vishal Property Dealers","+ 91  9829384858","","0","Haridwar H O","Haridwar"
"Haridwar Rishikesh Property Dealer & Real Estate Consultant","+ 91  929034307","5.0","2","Near Ganga Dairy","Haridwar"
"Kumar Medicos","+ 91  9812656391","","0","Jwalapur","Haridwar"
"Sharma Medicos ","+ 91  7452282014","","0","Jwalapur","Haridwar"
"Aman Medical Store","+ 91  9679430614","","0","Jwalapur","Haridwar"
"Malhotra Medical Store","+ 91  9949346869","","0","Haridwar H O","Haridwar"
"Milap Medical Hall","","4.0","9","Ranipur","Haridwar"
"Elixer Health Care","+ 91  9714222190","5.0","2","Jwalapur","Haridwar"
"Jeet Medical Store","+ 91  9312575681","","0","Jagjeetpur","Haridwar"
"V Medicos ","+ 91  7511762718","5.0","1","Kankhal","Haridwar"
"Laxmi Medical Store","+ 91  9332168410","4.0","1","Jwalapur","Haridwar"
"Sehgal Medicos","+ 91  933379713","5.0","1","Jagjeetpur","Haridwar"
"Life Line Medicos","+ 91  8158678823","5.0","4","Jwalapur","Haridwar"
"Kumar Chemist","+ 91  9555473185","","0","Haridwar","Haridwar"
"Ananda Traders Health And Food Supplement Dealers","+ 91  9473679225","4.1","43","Haridwar H O","Haridwar"
"Indra Medical store","+ 91  9831059166","","0","Jwalapur","Haridwar"
"Vaidik Medical Store","+ 91  9621838490","","0","Kankhal","Haridwar"
"Shri tirupati balaji medical store","+ 91  8493900601","","0","Kankhal","Haridwar"
"Shiv Ganga Medical Store","+ 91  9685559385","","0","Kankhal","Haridwar"
"Kumar medical store","+ 91  8246065515","","0","Khanna Nagar","Haridwar"
"Gourav Medical Hall","+ 91  9990274676","5.0","3","Jwalapur","Haridwar"
"Shivalik Medical Centre","+ 91  01334407075","5.0","1","Haridwar H O","Haridwar"
"Arora Medical Store","+ 91  9819572430","5.0","1","Jwalapur","Haridwar"
"Apna Medical Store","+ 91  9919927276","4.3","2","Jwalapur","Haridwar"
"Kumar Medical","+ 91  9766327228","","0","Jwalapur Town","Haridwar"
"Ganesh Medicos","+ 91  9921584127","","0","Jwalapur","Haridwar"
"Kumar Chemist","+ 91  8547498519","3.5","1","Haridwar H O","Haridwar"
"Psychotropics India LTD","+ 91  13341934591","4.3","2","Haridwar H O","Haridwar"
"Krishna Medicos","+ 91  7023125524","","0","Haridwar H O","Haridwar"
"Shipra Medicos","+ 91  8973993060","","0","Ranipur","Haridwar"
"Arya Medical Store","+ 91  9714232556","","0","Haridwar H O","Haridwar"
"Srishti Ayurved Store","+ 91  9448667453","","0","Kankhal","Haridwar"
"Arora Medical Store","+ 91  9816167173","","0","Ranipur","Haridwar"
"Durga Medical Store","+ 91  9698338958","5.0","2","Gurukul Kangri","Haridwar"
"Subhash Bros Medical Store","+ 91  13388478715","4.0","2","Haridwar H O","Haridwar"
"Mahideep Medicos","+ 91  8123791456","5.0","1","Arya Nagar Chowk","Haridwar"
"Shri Radhey Shyam Medical Store","+ 91  9689077941","4.0","2","Jwalapur","Haridwar"
"Care Medical Centre","+ 91  8118525096","5.0","2","","Haridwar"
"Omkar Medical Store","+ 91  8928853614","","0","Jwalapur","Haridwar"
"Anmol Medical Store","+ 91  13326552712","4.5","2","Haridwar H O","Haridwar"
"Rishi Medical Store","+ 91  9869901308","4.0","1","Haridwar H O","Haridwar"
"Kashaf Medical Store","+ 91  9514115624","","0","Sultanpur","Haridwar"
"Anjali Medical Store","+ 91  9749761753","3.5","4","Missarpur","Haridwar"
"Sparsh Medical Store","+ 91  9615287991","","0","Arya Nagar","Haridwar"
"Shiv Shakti Medical Store","+ 91  7385543203","","0","Ambuwala","Haridwar"
"Om Medical Store","+ 91  9090362957","","0","Jagjeetpur","Haridwar"
"Hari Kripa Medical Store","+ 91  8251583909","","0","Kankhal","Haridwar"
"Malik Medical Store","+ 91  9087015512","","0","Haridwar H O","Haridwar"
"Sanjeevni Medical Store","+ 91  8221781713","","0","Haridwar","Haridwar"
"Sharma Medical Store","+ 91  7415327794","5.0","2","Jwalapur","Haridwar"
"Ajay Medicine Store","+ 91  9989266643","4.0","4","Gurkul Narsan","Haridwar"
"Mehta Medical Store","+ 91  9536953575","4.0","1","Haridwar H O","Haridwar"
"Ajay Medicine Store","+ 91  9915704865","4.0","4","Gurkul Narsan","Haridwar"
"Haridwar Rishikesh Property Dealer & Real Estate Consultant","+ 91  928550041","5.0","2","Near Ganga Dairy","Haridwar"
"Ananya Medical Store","+ 91  9491256369","4.8","4","Jwalapur","Haridwar"
"Guru Kripa Medical Store","+ 91  9628108961","","0","Sarai","Haridwar"
"Brijwasi Medicos","+ 91  9526243581","","0","Ranipur","Haridwar"
"Srap Dealer","+ 91  8569315774","","0","","Haridwar"
"Krishna Surgicals","+ 91  9846453499","4.9","8","Ram Nagar","Haridwar"
"Sharanya Medical Store","+ 91  9032557399","","0","Kankhal","Haridwar"
"Shree Daksh Medical Store","+ 91  8535534074","","0","Kankhal","Haridwar"
"Bisleri Water Dealer & Supplier","+ 91  9814599948","4.0","2","Kankhal","Haridwar"
"Sahara Medicos","+ 91  9531115368","4.0","2","Dhanpura","Haridwar"
"Shri Laxmi Medicos","+ 91  9734378426","","0","Jwalapur","Haridwar"
"Mahideep Medicos ","+ 91  8173170619","5.0","1","Jwalapur","Haridwar"
"Ahsan medical store","+ 91  9223549030","","0","Haridwar H O","Haridwar"
"Jyoti Medicos","+ 91  9883399568","","0","Jwalapur","Haridwar"
"Saraj Ayurvedic Kendra","+ 91  9899040252","","0","Kankhal","Haridwar"
"Verma Chemist","+ 91  9044663021","","0","Kankhal","Haridwar"
"Sarvottam Medicos ","+ 91  8075332134","","0","Sarai","Haridwar"
"Maa Mansa Medical Hall","","","0","Sitapur","Haridwar"
"Aastha Medicos ","+ 91  13346199731","5.0","1","Haridwar H O","Haridwar"
"Green Remedies Ayurvedic Medicine","+ 91  9437831098","3.0","1","Haridwar H O","Haridwar"
"Yash Medical Storeeee","+ 91  9941295327","","0","Sultanpur","Haridwar"
"Shiv Sai Medical Store And Pharmacy","+ 91  9021919563","","0","Jagjeetpur","Haridwar"
"Mukesh Medical Store","+ 91  821584298","","0","Badshahpur","Haridwar"
"Subhash Brothers Medical Store","+ 91  9512101092","4.3","12","Jwalapur","Haridwar"
"S K Medical Store","+ 91  8463624961","","0","Jwalapur","Haridwar"
"Vishal Property Dealers","+ 91  9835245626","","0","Haridwar H O","Haridwar"
"Shakti Medicare","+ 91  821384479","","0","Jagjeetpur","Haridwar"
"Ravi Medical Store","+ 91  8966736780","","0","Jwalapur","Haridwar"
"Swadeshi Ayurved Pharmacy","+ 91  13322280568","3.9","10","Jwalapur","Haridwar"
"A D P L","+ 91  13328401467","","0","Sidcul","Haridwar"
"Uttarakhan Medical Store","+ 91  9457346031","3.2","4","","Haridwar"
"Anand Medical Hall","+ 91  9574952078","","0","Sadhubela Bhupatwala","Haridwar"
"New JAI Medical Store","+ 91  8938102253","4.5","1","Jwalapur","Haridwar"
"Jan Aushadhi Store","+ 91  8815092838","5.0","2","","Haridwar"
"Tyagi Medical Store","+ 91  998328949","3.9","8","Arya Nagar Chowk","Haridwar"
"Arora Chemist","","","0","Jwalapur","Haridwar"
"Jan Aushadhi Store","+ 91  9452178476","","0","Jwalapur","Haridwar"
"Shaif Medical Store","+ 91  9933765361","2.0","2","Laksar","Haridwar"
"Gupta Ji","+ 91  9882176303","","0","Jwalapur","Haridwar"
"Goel Medical Store","+ 91  9324045464","4.5","2","Near- Subji Mandi","Haridwar"
"Pradhanmantri Jan Ausadhi Kendra","+ 91  7519939905","","0","Kankhal","Haridwar"
"New Deep Medicos","+ 91  981058163","4.5","1","Gurukul Kangri","Haridwar"
"Shubham Medicos","+ 91  9829332034","","0","Jwalapur","Haridwar"
"Prem Laxmi Medical Store","+ 91  9945529824","5.0","1","Kankhal","Haridwar"
"Shobha Medical","+ 91  9478657099","","0","Arya Nagar Chowk","Haridwar"
"Ajay Medicos","+ 91  9655037482","","0","Kankhal","Haridwar"
"Tyagi Medical Agency","+ 91  9997956201","5.0","2","Kankhal","Haridwar"
"Shiv Shakti Medical Store","+ 91  7582798707","","0","Jagjeetpur","Haridwar"
"Fairdeal Chemist","+ 91  13391279906","3.7","6","Jwalapur","Haridwar"
"Tirupati medical store","+ 91  977101683","","0","Jagjeetpur","Haridwar"
"Balaji Medical Store","+ 91  9820031706","","0","","Haridwar"
"Sehgal Medicos","+ 91  9322439009","5.0","1","Jagjeetpur","Haridwar"
"Vedic Medical Store","+ 91  7293782201","","0","Kankhal","Haridwar"
"Chadha  Medical Store","+ 91  133143621","4.0","3","Kankhal","Haridwar"
"Kanha Medical Store","+ 91  8230923643","","0","Kankhal","Haridwar"
"New Prem Laxmi Medical Store","+ 91  9013632670","","0","Haridwar H O","Haridwar"
"Kusum Medicos ","+ 91  9727789769","3.2","2","Vikash Colony","Haridwar"
"Atlas Lab & Pharmaceuticals Ltd","+ 91  013392416898","1.0","1","Haridwar H O","Haridwar"
"Sharv Medical Store","+ 91  9840815476","","0","Jagjeetpur","Haridwar"
"Chander Poly Clinic","+ 91  9461115196","","0","Jwalapur Town","Haridwar"
"Gledmax Pharma","+ 91  9740305599","4.5","1","Jagjeetpur","Haridwar"
"Shree Gourvi Medical Store","+ 91  7487907703","5.0","1","Jwalapur","Haridwar"
"Ganga Mata Medical Store","+ 91  9825272101","4.3","3","Jwalapur","Haridwar"
"Sabri Medical Store","+ 91  9579763002","","0","","Haridwar"
"Brajwasi Medicos","+ 91  8143040905","","0","Haridwar","Haridwar"
"Ram Rahim Medical Store","+ 91  8987197250","5.0","2","Jwalapur","Haridwar"
"Haridwar Drug House","+ 91  13342562493","4.8","7","Kankhal","Haridwar"
"Shri Tirupati Balaji Medical Store","+ 91  8419641578","","0","Gurukul Kangri","Haridwar"
"Gurukirpa Medical Store","+ 91  9758666671","","0","Jwalapur Town","Haridwar"
"Dipali Medical Store","+ 91  9947627660","","0","Kankhal","Haridwar"
"Shagun Medical Store","+ 91  9753398648","5.0","1","Kankhal","Haridwar"
"Utsav Medical Store","+ 91  946401866","","0","Jwalapur","Haridwar"
"Shiv Shakti Dairy Products Dealer","+ 91  9887989847","5.0","3","Haridwar H O","Haridwar"
"Shree Sai Medicos","+ 91  9893990921","5.0","1","Haridwar H O","Haridwar"
"Kapil Chemist","+ 91  9650996879","3.3","2","Kankhal","Haridwar"
"Shakti Medicare","+ 91  9672120497","","0","Jagjeetpur","Haridwar"
"I Max Medical","+ 91  7062074841","","0","Jwalapur","Haridwar"
"Azmat medical store","+ 91  7419428763","","0","Jwalapur","Haridwar"
"New Bharat medical store","+ 91  9090667189","","0","Jwalapur","Haridwar"
"Jan Aushadhi Store","+ 91  943377763","","0","Sarai","Haridwar"
"Geeta Medical Agency","+ 91  964834478","","0","Haridwar H O","Haridwar"
"Omkar Medical Store","+ 91  7578244495","","0","Haridwar H O","Haridwar"
"Ananda Traders Health And Food Supplement Dealers","+ 91  9432123112","4.1","43","Haridwar H O","Haridwar"
"Anmol enterprises","+ 91  9373758047","4.3","2","Jwalapur","Haridwar"
"New Madadgar Medical Store","+ 91  9799427263","4.0","1","Haridwar H O","Haridwar"
"Vinni Pharmaceuticals","+ 91  8180221945","","0","Jwalapur","Haridwar"
"Excel Telecom-CCTV Dealers","+ 91  9113182350","4.6","4","Haridwar H O","Haridwar"
"City Scrap Buyers & Dealers Pvt Ltd","+ 91  9115428965","4.7","3","Sidcul Sector 6","Haridwar"
"Osho Prem Medical Centre","+ 91  7816274863","","0","Jwalapur","Haridwar"
"Ravi Medical Store","+ 91  9316349522","","0","Jwalapur Town","Haridwar"
"Om Medical","+ 91  7419869838","","0","Jagjeetpur","Haridwar"
"Haridwar Ayurvedic Strore","+ 91  9350550073","5.0","1","Singh Dwar","Haridwar"
"Shanti Medical Store","+ 91  013361813015","4.3","8","Ranipur Mode","Haridwar"
"Shifa Medical Store","+ 91  7445980080","","0","Jwalapur","Haridwar"
"Zeelab Pharmacy","+ 91  9990936498","","0","Kankhal","Haridwar"
"Shiv Shakti Dairy Products Dealer","+ 91  9867823926","5.0","3","Haridwar H O","Haridwar"
"Shri Laxmi Medicos ","+ 91  9733698731","","0","Arya Nagar Chowk","Haridwar"
"Kaushi Medicos  & Kaushik Polyclinic","+ 91  9933444039","","0","Kankhal","Haridwar"
"Sheel Medical","+ 91  983595752","","0","Haridwar H O","Haridwar"
"Jai Durga Medicos","+ 91  914710278","","0","Haridwar","Haridwar"
"New Deep Medicos","+ 91  848574898","4.3","7","Kankhal","Haridwar"
"Divya Pharmacy-2","+ 91  9234835505","2.8","2","Haridwar H O","Haridwar"
"Kahana Medical Store","+ 91  8816935016","","0","Kankhal","Haridwar"
"New Natraj Medical Hall","+ 91  9875938573","","0","Kankhal","Haridwar"
"Guru Kripa Medical","+ 91  9639116317","","0","Jwalapur","Haridwar"
"Kanha Medical Store","+ 91  9535624267","","0","Kankhal","Haridwar"
"Excel Telecom-CCTV Dealers","+ 91  9113936644","4.6","4","Haridwar H O","Haridwar"
"Jai Balaji Medical Store","+ 91  8971584632","5.0","2","Kankhal","Haridwar"
"City Scrap Buyers & Dealers Pvt Ltd","+ 91  9124989807","4.7","3","Sidcul Sector 6","Haridwar"
